,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Size,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
2131,2,115.8492,0.05346916,7.655,22,0,0,True,False,False,False
2132,4,4613.994,0.126831854,6.3,35,0,1,False,False,False,True
2133,3,1431.47,0.103603094,15.5,21,2,1,False,True,False,False
2134,2,490.0288,0.104840884,18.7,21,2,1,False,True,False,False
2135,1,366.19,0.042056944,9.5,11,0,1,False,False,True,False
2136,1,611.2044,0.040049609,13.65,13,1,0,False,True,False,False
2137,1,2163.85,0.03075661,19.5,18,1,0,False,True,False,False
2138,1,575.2512,0.0,8.71,33,0,2,False,True,False,False
2139,4,498.0184,0.03941584,20.25,35,2,0,True,False,False,False
2140,1,661.8052,0.024363939,19.6,13,1,0,False,True,False,False
2141,4,5294.4416,0.131443921,12.15,35,0,1,False,False,False,True
2142,1,1208.427,0.058725131,11.8,16,1,0,False,True,False,False
2143,1,838.908,0.122274118,6.715,13,1,0,False,True,False,False
2144,1,660.4736,0.067239404,19.1,33,0,2,False,True,False,False
2145,3,3928.22,0.021464454,20.7,21,2,1,False,True,False,False
2146,2,452.744,0.112681821,10.195,11,0,1,False,False,True,False
2147,3,782.315,0.039469737,20.2,13,1,0,False,True,False,False
2148,3,2580.6408,0.061101383,10.8,23,2,0,False,True,False,False
2149,2,1537.998,0.014359584,19.75,11,0,1,False,False,True,False
2150,2,1687.1372,0.016637301,19.35,21,2,1,False,True,False,False
2151,4,3115.944,0.159843921,7.405,11,0,1,False,False,True,False
2152,2,2348.9424,0.061308889,15.25,18,1,0,False,True,False,False
2153,4,262.991,0.055566935,7.935,35,2,0,True,False,False,False
2154,4,3542.7218,0.026397141,8.895,18,1,0,False,True,False,False
2155,4,4701.8796,0.034307348,18.75,23,2,0,False,True,False,False
2156,2,1768.3648,0.074627201,20.1,23,2,0,False,True,False,False
2157,1,519.324,0.041973712,12.35,13,1,0,False,True,False,False
2158,2,1677.816,0.080015028,16.85,11,0,1,False,False,True,False
2159,3,164.4526,0.10084386,18.25,22,0,0,True,False,False,False
2160,4,1108.557,0.055519561,17.0,21,2,1,False,True,False,False
2161,2,4350.3372,0.012203915,15.15,35,0,1,False,False,False,True
2162,1,1312.9576,0.130946374,14.3,11,0,1,False,False,True,False
2163,1,659.142,0.041381156,17.6,23,2,0,False,True,False,False
2164,1,910.8144,0.04586701,6.635,35,0,1,False,False,False,True
2165,4,2409.5302,0.036474041,20.25,11,0,1,False,False,True,False
2166,3,2648.5524,0.039231652,18.0,13,1,0,False,True,False,False
2167,2,1065.28,0.013393537,16.35,18,1,0,False,True,False,False
2168,1,798.96,0.031444357,14.0,13,1,0,False,True,False,False
2169,3,3062.0142,0.014555066,5.78,23,2,0,False,True,False,False
2170,4,774.9912,0.082526478,21.0,22,0,0,True,False,False,False
2171,4,4958.8784,0.080765853,13.65,21,2,1,False,True,False,False
2172,3,697.7584,0.17797002,12.3,22,0,0,True,False,False,False
2173,4,2768.3964,0.03382933,12.35,18,1,0,False,True,False,False
2174,3,2591.2936,0.11397026,11.8,13,1,0,False,True,False,False
2175,2,755.0172,0.038729457,19.7,16,1,0,False,True,False,False
2176,1,354.2056,0.032075379,10.1,33,0,2,False,True,False,False
2177,2,479.376,0.196490902,12.5,35,2,0,True,False,False,False
2178,2,1607.2412,0.146305498,17.85,33,0,2,False,True,False,False
2179,1,1053.2956,0.026877471,20.7,33,0,2,False,True,False,False
2180,2,1922.8304,0.005474515,8.89,23,2,0,False,True,False,False
2181,3,1677.1502,0.064048405,14.5,16,1,0,False,True,False,False
2182,2,1113.2176,0.032203667,9.0,13,1,0,False,True,False,False
2183,1,1518.024,0.017857847,13.35,11,0,1,False,False,True,False
2184,1,2406.2012,0.041921462,6.675,23,2,0,False,True,False,False
2185,3,2069.3064,0.024875871,10.3,33,0,2,False,True,False,False
2186,3,3621.2862,0.028139761,8.63,35,0,1,False,False,False,True
2187,4,4969.5312,0.073997843,17.1,33,0,2,False,True,False,False
2188,2,1245.046,0.020798905,14.15,11,0,1,False,False,True,False
2189,4,5243.8408,0.052363244,10.8,13,1,0,False,True,False,False
2190,1,934.7832,0.098283459,8.5,11,0,1,False,False,True,False
2191,1,521.9872,0.012138795,6.215,33,0,2,False,True,False,False
2192,4,4578.0408,0.0,17.5,16,1,0,False,True,False,False
2193,3,1062.6168,0.042923652,20.7,18,1,0,False,True,False,False
2194,2,2579.975,0.009058845,8.975,23,2,0,False,True,False,False
2195,1,165.1184,0.032136417,20.5,22,0,0,True,False,False,False
2196,1,459.402,0.065898197,13.65,11,0,1,False,False,True,False
2197,3,1504.0422,0.075731322,13.1,18,1,0,False,True,False,False
2198,4,5126.66,0.101812521,4.615,16,1,0,False,True,False,False
2199,3,2616.594,0.106327251,12.3,23,2,0,False,True,False,False
2200,1,842.237,0.080933328,20.0,35,0,1,False,False,False,True
2201,2,1223.0746,0.100055601,19.2,16,1,0,False,True,False,False
2202,3,755.683,0.054540159,20.1,21,2,1,False,True,False,False
2203,2,1953.4572,0.037723476,11.5,11,0,1,False,False,True,False
2204,3,288.9572,0.14897741,9.3,22,0,0,True,False,False,False
2205,3,2976.7918,0.104201019,15.2,11,0,1,False,False,True,False
2206,4,2675.1844,0.076198809,12.65,18,1,0,False,True,False,False
2207,1,755.0172,0.010639596,11.1,16,1,0,False,True,False,False
2208,2,410.1328,0.025039776,19.75,35,2,0,True,False,False,False
2209,4,387.4956,0.086326707,21.0,35,2,0,True,False,False,False
2210,2,3635.268,0.041220035,19.2,16,1,0,False,True,False,False
2211,4,1323.6104,0.01247354,19.75,18,1,0,False,True,False,False
2212,2,2942.836,0.079132212,6.135,18,1,0,False,True,False,False
2213,4,4379.6324,0.020693809,12.5,16,1,0,False,True,False,False
2214,4,2936.178,0.10016525,7.235,18,1,0,False,True,False,False
2215,1,600.5516,0.057302606,15.85,16,1,0,False,True,False,False
2216,4,8851.1452,0.048761046,9.895,18,1,0,False,True,False,False
2217,3,2428.8384,0.0,20.75,16,1,0,False,True,False,False
2218,4,3813.7024,0.052149675,10.8,21,2,1,False,True,False,False
2219,2,2556.672,0.050130529,8.76,21,2,1,False,True,False,False
2220,2,1255.033,0.024987903,16.1,21,2,1,False,True,False,False
2221,3,2769.728,0.109990885,7.1,16,1,0,False,True,False,False
2222,1,1571.288,0.049736267,19.35,18,1,0,False,True,False,False
2223,4,188.4214,0.117026714,16.7,22,0,0,True,False,False,False
2224,3,1022.6688,0.035121963,9.5,33,0,2,False,True,False,False
2225,4,3744.4592,0.017311312,8.43,33,0,2,False,True,False,False
2226,4,2749.754,0.008811818,14.15,18,1,0,False,True,False,False
2227,4,480.7076,0.025583714,5.44,11,0,1,False,False,True,False
2228,4,969.4048,0.014353174,7.35,33,0,2,False,True,False,False
2229,2,4933.578,0.054220618,8.6,35,0,1,False,False,False,True
2230,3,2720.4588,0.054410179,20.1,33,0,2,False,True,False,False
2231,3,4527.44,0.033974436,12.0,23,2,0,False,True,False,False
2232,3,3123.9336,0.009996872,21.25,16,1,0,False,True,False,False
2233,2,2857.6136,0.030212499,8.3,18,1,0,False,True,False,False
2234,1,1454.773,0.027217468,10.1,13,1,0,False,True,False,False
2235,2,1992.0736,0.038123176,14.15,13,1,0,False,True,False,False
2236,1,1728.4168,0.079506434,9.0,18,1,0,False,True,False,False
2237,3,2311.6576,0.021811987,12.15,11,0,1,False,False,True,False
2238,4,7478.2656,0.082150145,10.8,35,0,1,False,False,False,True
2239,3,593.8936,0.036012919,12.1,35,2,0,True,False,False,False
2240,1,452.744,0.028167478,20.0,21,2,1,False,True,False,False
2241,1,856.8846,0.029560451,6.71,23,2,0,False,True,False,False
2242,1,984.7182,0.039631495,13.65,35,0,1,False,False,False,True
2243,4,2037.348,0.04280099,7.365,13,1,0,False,True,False,False
2244,1,149.805,0.017141985,7.935,33,0,2,False,True,False,False
2245,1,473.3838,0.056394771,12.6,13,1,0,False,True,False,False
2246,1,293.6178,0.056379439,17.6,21,2,1,False,True,False,False
2247,4,5105.3544,0.129534812,19.0,21,2,1,False,True,False,False
2248,3,3010.7476,0.036439878,7.5,13,1,0,False,True,False,False
2249,1,986.7156,0.0,13.35,23,2,0,False,True,False,False
2250,2,458.0704,0.090191431,8.6,23,2,0,False,True,False,False
2251,4,589.233,0.30374337,15.1,35,2,0,True,False,False,False
2252,2,283.6308,0.022590318,10.5,22,0,0,True,False,False,False
2253,4,1935.4806,0.082011521,9.0,23,2,0,False,True,False,False
2254,3,1569.9564,0.122843005,4.61,21,2,1,False,True,False,False
2255,3,437.4306,0.05432142,10.895,22,0,0,True,False,False,False
2256,2,1717.764,0.049144165,17.6,21,2,1,False,True,False,False
2257,4,1304.968,0.040577878,11.65,21,2,1,False,True,False,False
2258,1,784.3124,0.067400032,19.1,21,2,1,False,True,False,False
2259,3,1816.3024,0.012036432,17.2,18,1,0,False,True,False,False
2260,4,2070.638,0.073977473,16.5,18,1,0,False,True,False,False
2261,2,2184.4898,0.143396175,15.6,18,1,0,False,True,False,False
2262,2,1922.8304,0.03201648,9.0,16,1,0,False,True,False,False
2263,1,633.8416,0.058346234,15.0,33,0,2,False,True,False,False
2264,2,2269.0464,0.14571827,17.85,35,0,1,False,False,False,True
2265,1,1209.7586,0.055806016,12.6,35,0,1,False,False,False,True
2266,2,1205.098,0.072097449,6.195,21,2,1,False,True,False,False
2267,4,3338.987,0.117543713,20.2,21,2,1,False,True,False,False
2268,1,227.7036,0.048718334,20.7,33,0,2,False,True,False,False
2269,4,4680.574,0.0591756,20.25,11,0,1,False,False,True,False
2270,2,695.0952,0.031918284,7.655,33,0,2,False,True,False,False
2271,4,579.246,0.095587976,20.1,35,2,0,True,False,False,False
2272,1,1478.076,0.019308607,5.92,13,1,0,False,True,False,False
2273,2,694.4294,0.023974769,18.75,13,1,0,False,True,False,False
2274,1,703.0848,0.100602552,9.395,18,1,0,False,True,False,False
2275,3,4514.124,0.091189915,13.35,16,1,0,False,True,False,False
2276,2,206.398,0.077480627,5.19,35,2,0,True,False,False,False
2277,4,589.233,0.129731747,19.2,22,0,0,True,False,False,False
2278,4,3169.208,0.103363904,19.0,33,0,2,False,True,False,False
2279,2,2490.092,0.020714523,14.15,23,2,0,False,True,False,False
2280,1,1151.1682,0.062212713,20.85,16,1,0,False,True,False,False
2281,4,3900.9222,0.031271134,8.63,13,1,0,False,True,False,False
2282,4,6439.6176,0.026729068,16.7,11,0,1,False,False,True,False
2283,2,1845.5976,0.094567181,7.895,23,2,0,False,True,False,False
2284,1,934.7832,0.05193741,7.72,33,0,2,False,True,False,False
2285,2,3202.498,0.126480422,5.615,13,1,0,False,True,False,False
2286,4,2684.5056,0.055644887,7.05,21,2,1,False,True,False,False
2287,2,221.0456,0.028519419,14.35,22,0,0,True,False,False,False
2288,3,2439.4912,0.027101431,8.52,21,2,1,False,True,False,False
2289,1,596.5568,0.067083367,7.645,13,1,0,False,True,False,False
2290,3,2227.101,0.020652362,12.1,11,0,1,False,False,True,False
2291,4,5159.2842,0.081042136,14.8,23,2,0,False,True,False,False
2292,3,1366.2216,0.021336565,20.75,11,0,1,False,False,True,False
2293,4,8604.7992,0.029001987,10.8,18,1,0,False,True,False,False
2294,4,378.1744,0.069745165,18.35,22,0,0,True,False,False,False
2295,1,711.0744,0.068148886,13.5,11,0,1,False,False,True,False
2296,1,1061.951,0.144094079,20.5,13,1,0,False,True,False,False
2297,1,1004.0264,0.186616421,12.35,11,0,1,False,False,True,False
2298,1,609.207,0.105323859,8.895,18,1,0,False,True,False,False
2299,2,3558.0352,0.022110425,16.7,18,1,0,False,True,False,False
2300,3,2025.3636,0.019374768,16.2,16,1,0,False,True,False,False
2301,2,1864.24,0.014482278,7.26,11,0,1,False,False,True,False
2302,2,1907.517,0.087805788,6.65,21,2,1,False,True,False,False
2303,4,5660.6316,0.048027043,13.35,23,2,0,False,True,False,False
2304,2,607.2096,0.055908268,17.35,16,1,0,False,True,False,False
2305,1,1024.6662,0.048522793,20.7,35,0,1,False,False,False,True
2306,4,3169.208,0.032359413,5.46,13,1,0,False,True,False,False
2307,4,2740.4328,0.088807455,18.25,16,1,0,False,True,False,False
2308,1,640.4996,0.046556408,8.185,21,2,1,False,True,False,False
2309,2,1960.1152,0.050750977,7.5,23,2,0,False,True,False,False
2310,4,2067.309,0.035404052,12.65,16,1,0,False,True,False,False
2311,1,231.6984,0.130390458,14.3,16,1,0,False,True,False,False
2312,2,253.004,0.074422769,17.85,22,0,0,True,False,False,False
2313,2,131.1626,0.105742544,6.425,22,0,0,True,False,False,False
2314,3,2153.1972,0.046729336,6.825,18,1,0,False,True,False,False
2315,4,5383.6588,0.073470234,16.5,35,0,1,False,False,False,True
2316,4,1724.422,0.058886477,20.25,33,0,2,False,True,False,False
2317,4,3615.294,0.18293775,19.2,21,2,1,False,True,False,False
2318,3,168.4474,0.020993364,17.7,22,0,0,True,False,False,False
2319,3,2999.429,0.029223424,9.695,18,1,0,False,True,False,False
2320,4,4165.2448,0.068489201,21.35,35,0,1,False,False,False,True
2321,2,1134.5232,0.043326511,7.75,18,1,0,False,True,False,False
2322,3,2888.2404,0.136532569,18.85,35,0,1,False,False,False,True
2323,3,2696.49,0.018051091,19.75,21,2,1,False,True,False,False
2324,1,53.9298,0.23212188,5.325,22,0,0,True,False,False,False
2325,2,113.8518,0.057620562,8.63,35,2,0,True,False,False,False
2326,3,2287.023,0.045865089,18.7,35,0,1,False,False,False,True
2327,3,555.2772,0.021002171,20.25,35,2,0,True,False,False,False
2328,1,1120.5414,0.029727657,6.71,13,1,0,False,True,False,False
2329,1,719.064,0.080527065,14.35,33,0,2,False,True,False,False
2330,1,437.4306,0.0,15.2,21,2,1,False,True,False,False
2331,4,2050.664,0.0,5.82,21,2,1,False,True,False,False
2332,1,1214.4192,0.056833394,5.59,11,0,1,False,False,True,False
2333,3,2059.9852,0.062256921,18.5,23,2,0,False,True,False,False
2334,2,3672.5528,0.089512542,6.67,35,0,1,False,False,False,True
2335,3,3089.312,0.060427062,14.0,23,2,0,False,True,False,False
2336,3,815.605,0.216323008,7.605,22,0,0,True,False,False,False
2337,1,61.2536,0.135612397,20.1,35,2,0,True,False,False,False
2338,2,1278.336,0.085125951,9.6,18,1,0,False,True,False,False
2339,2,1528.011,0.122565413,17.7,13,1,0,False,True,False,False
2340,1,129.831,0.0,15.7,22,0,0,True,False,False,False
2341,1,1301.639,0.077670981,13.65,13,1,0,False,True,False,False
2342,2,1844.9318,0.043201813,14.6,13,1,0,False,True,False,False
2343,4,5068.7354,0.088215871,15.6,13,1,0,False,True,False,False
2344,4,1095.241,0.036295834,20.25,33,0,2,False,True,False,False
2345,3,307.5996,0.186528819,8.02,22,0,0,True,False,False,False
2346,2,1295.6468,0.099026525,18.35,33,0,2,False,True,False,False
2347,2,2607.2728,0.0,16.6,23,2,0,False,True,False,False
2348,4,3455.502,0.063162608,10.0,16,1,0,False,True,False,False
2349,3,2345.6134,0.063429818,16.1,21,2,1,False,True,False,False
2350,4,197.7426,0.139785104,13.0,22,0,0,True,False,False,False
2351,2,1761.7068,0.04807227,16.1,13,1,0,False,True,False,False
2352,2,1905.5196,0.112097433,19.0,21,2,1,False,True,False,False
2353,3,3086.6488,0.010037996,17.6,16,1,0,False,True,False,False
2354,1,1060.6194,0.012789884,6.32,13,1,0,False,True,False,False
2355,3,4653.942,0.033431669,9.3,16,1,0,False,True,False,False
2356,3,3339.6528,0.03623131,11.1,13,1,0,False,True,False,False
2357,3,2439.4912,0.086360962,8.88,35,0,1,False,False,False,True
2358,2,1379.5376,0.046232445,6.15,33,0,2,False,True,False,False
2359,4,897.4984,0.097618234,20.85,23,2,0,False,True,False,False
2360,2,1404.838,0.046808553,17.1,23,2,0,False,True,False,False
2361,1,615.1992,0.03810738,13.15,11,0,1,False,False,True,False
2362,2,1069.2748,0.093846532,16.5,16,1,0,False,True,False,False
2363,4,4101.328,0.040744057,11.65,13,1,0,False,True,False,False
2364,3,4793.76,0.022831052,13.15,21,2,1,False,True,False,False
2365,2,1138.518,0.076878416,19.35,21,2,1,False,True,False,False
2366,2,2771.7254,0.021501067,19.35,18,1,0,False,True,False,False
2367,2,1948.1308,0.07964724,16.5,33,0,2,False,True,False,False
2368,4,5206.556,0.068809463,21.35,16,1,0,False,True,False,False
2369,1,173.7738,0.115570552,16.0,16,1,0,False,True,False,False
2370,1,73.238,0.143164371,20.5,33,0,2,False,True,False,False
2371,3,3415.554,0.018008071,19.75,33,0,2,False,True,False,False
2372,3,3803.0496,0.015775777,17.6,13,1,0,False,True,False,False
2373,4,3961.51,0.102407778,4.615,13,1,0,False,True,False,False
2374,3,1384.1982,0.003606726,5.88,11,0,1,False,False,True,False
2375,2,1251.704,0.093801337,11.8,21,2,1,False,True,False,False
2376,2,1821.6288,0.0,17.35,33,0,2,False,True,False,False
2377,4,5141.3076,0.033760862,12.35,23,2,0,False,True,False,False
2378,2,3205.1612,0.031131455,9.5,35,0,1,False,False,False,True
2379,4,1720.4272,0.082177842,9.0,18,1,0,False,True,False,False
2380,4,3418.883,0.118858866,6.235,21,2,1,False,True,False,False
2381,4,4374.306,0.0,9.6,16,1,0,False,True,False,False
2382,3,782.315,0.105448901,16.75,13,1,0,False,True,False,False
2383,2,1685.8056,0.046881328,17.1,21,2,1,False,True,False,False
2384,3,153.7998,0.078057026,6.825,22,0,0,True,False,False,False
2385,1,4101.328,0.140955857,6.78,13,1,0,False,True,False,False
2386,3,3453.5046,0.107186944,16.0,11,0,1,False,False,True,False
2387,2,1179.1318,0.153960209,15.0,16,1,0,False,True,False,False
2388,4,1004.0264,0.093160853,7.39,11,0,1,False,False,True,False
2389,1,419.454,0.05629192,17.6,23,2,0,False,True,False,False
2390,4,3845.6608,0.15604396,12.65,23,2,0,False,True,False,False
2391,2,2024.032,0.044463491,17.85,23,2,0,False,True,False,False
2392,3,1956.1204,0.00827301,11.15,33,0,2,False,True,False,False
2393,1,1168.479,0.030697825,15.7,16,1,0,False,True,False,False
2394,1,55.2614,0.0,14.65,22,0,0,True,False,False,False
2395,1,2020.0372,0.101281,19.25,35,0,1,False,False,False,True
2396,3,3073.9986,0.012300013,18.25,18,1,0,False,True,False,False
2397,2,1884.8798,0.0,20.7,13,1,0,False,True,False,False
2398,1,1364.89,0.057313443,15.85,23,2,0,False,True,False,False
2399,3,3193.1768,0.075625152,6.575,21,2,1,False,True,False,False
2400,3,2336.958,0.030568919,17.75,18,1,0,False,True,False,False
2401,3,370.1848,0.198424841,11.8,35,2,0,True,False,False,False
2402,3,3756.4436,0.029578726,14.0,35,0,1,False,False,False,True
2403,1,175.7712,0.213125482,12.85,35,2,0,True,False,False,False
2404,3,3078.6592,0.120137953,16.7,13,1,0,False,True,False,False
2405,2,2109.2544,0.028679894,10.85,23,2,0,False,True,False,False
2406,2,3243.7776,0.099804623,10.0,21,2,1,False,True,False,False
2407,1,71.9064,0.044526443,13.65,22,0,0,True,False,False,False
2408,1,189.0872,0.162882227,19.0,22,0,0,True,False,False,False
2409,2,2579.975,0.022404493,9.6,13,1,0,False,True,False,False
2410,2,1486.0656,0.075975642,12.0,13,1,0,False,True,False,False
2411,1,312.2602,0.09644909,5.925,16,1,0,False,True,False,False
2412,4,4845.0266,0.041816615,13.0,16,1,0,False,True,False,False
2413,1,171.7764,0.082867689,8.18,13,1,0,False,True,False,False
2414,2,1834.279,0.076214289,12.8,18,1,0,False,True,False,False
2415,1,2082.6224,0.124301968,19.2,18,1,0,False,True,False,False
2416,3,2705.1454,0.097201128,14.5,23,2,0,False,True,False,False
2417,4,3731.809,0.042861968,5.19,13,1,0,False,True,False,False
2418,1,1592.5936,0.0713931,13.3,33,0,2,False,True,False,False
2419,1,2125.2336,0.041256807,19.6,33,0,2,False,True,False,False
2420,4,998.7,0.034746076,17.75,16,1,0,False,True,False,False
2421,2,3673.8844,0.093441604,12.35,21,2,1,False,True,False,False
2422,2,2099.9332,0.017024598,14.35,33,0,2,False,True,False,False
2423,1,1225.072,0.007363189,6.365,18,1,0,False,True,False,False
2424,3,3062.0142,0.014484582,5.78,35,0,1,False,False,False,True
2425,3,4442.2176,0.011937183,20.25,35,0,1,False,False,False,True
2426,4,4278.4308,0.032862976,14.75,33,0,2,False,True,False,False
2427,4,631.1784,0.015484763,12.15,21,2,1,False,True,False,False
2428,2,602.549,0.026163192,6.59,33,0,2,False,True,False,False
2429,4,2797.6916,0.073920438,12.6,23,2,0,False,True,False,False
2430,3,445.4202,0.086352403,18.2,35,2,0,True,False,False,False
2431,1,2348.9424,0.03976832,9.395,35,0,1,False,False,False,True
2432,1,1975.4286,0.015950066,17.6,35,0,1,False,False,False,True
2433,1,1374.2112,0.082002559,8.18,35,0,1,False,False,False,True
2434,1,2006.7212,0.093307668,7.325,33,0,2,False,True,False,False
2435,3,352.874,0.143199389,15.85,35,2,0,True,False,False,False
2436,2,908.817,0.019965179,15.1,21,2,1,False,True,False,False
2437,3,6035.477,0.116108797,10.5,35,0,1,False,False,False,True
2438,3,1379.5376,0.078339081,8.51,33,0,2,False,True,False,False
2439,3,171.1106,0.237651344,17.0,35,2,0,True,False,False,False
2440,4,2045.3376,0.031102571,20.35,13,1,0,False,True,False,False
2441,2,1332.9316,0.018097419,17.85,11,0,1,False,False,True,False
2442,4,2848.9582,0.078041216,18.25,11,0,1,False,False,True,False
2443,3,1278.336,0.08226356,17.6,33,0,2,False,True,False,False
2444,2,1491.392,0.026880159,10.895,23,2,0,False,True,False,False
2445,2,195.7452,0.222063351,11.85,22,0,0,True,False,False,False
2446,1,585.904,0.142589751,20.5,35,0,1,False,False,False,True
2447,1,1133.8574,0.126292985,14.1,11,0,1,False,False,True,False
2448,2,1186.4556,0.012260981,15.15,16,1,0,False,True,False,False
2449,1,93.212,0.05869048,17.25,22,0,0,True,False,False,False
2450,4,2836.308,0.018982338,17.6,11,0,1,False,False,True,False
2451,3,3621.952,0.059405152,14.6,23,2,0,False,True,False,False
2452,1,1761.041,0.027059264,10.1,16,1,0,False,True,False,False
2453,2,1325.6078,0.071244438,10.5,16,1,0,False,True,False,False
2454,4,3942.8676,0.007455054,12.6,16,1,0,False,True,False,False
2455,3,3506.7686,0.046088273,18.7,23,2,0,False,True,False,False
2456,2,3560.6984,0.096185556,5.985,11,0,1,False,False,True,False
2457,4,5099.3622,0.11487406,12.1,23,2,0,False,True,False,False
2458,4,2570.6538,0.083643716,13.0,21,2,1,False,True,False,False
2459,3,2563.33,0.022965292,19.2,18,1,0,False,True,False,False
2460,3,2187.153,0.014584584,5.78,18,1,0,False,True,False,False
2461,2,2348.9424,0.059716729,7.17,16,1,0,False,True,False,False
2462,1,1682.4766,0.062224479,20.85,23,2,0,False,True,False,False
2463,4,4274.436,0.034360687,18.75,21,2,1,False,True,False,False
2464,2,3185.1872,0.050708743,7.5,33,0,2,False,True,False,False
2465,4,4580.704,0.036957777,10.395,18,1,0,False,True,False,False
2466,4,1800.3232,0.023530953,12.8,23,2,0,False,True,False,False
2467,3,517.3266,0.058681957,11.65,33,0,2,False,True,False,False
2468,4,5668.6212,0.064728148,20.2,13,1,0,False,True,False,False
2469,2,2125.2336,0.0,11.35,16,1,0,False,True,False,False
2470,4,555.2772,0.120773451,8.71,22,0,0,True,False,False,False
2471,3,1948.1308,0.115911972,8.31,18,1,0,False,True,False,False
2472,4,188.4214,0.10985775,19.0,22,0,0,True,False,False,False
2473,2,367.5216,0.050853901,7.5,18,1,0,False,True,False,False
2474,1,601.2174,0.090295708,6.525,23,2,0,False,True,False,False
2475,2,361.5294,0.029084548,19.35,35,2,0,True,False,False,False
2476,1,2332.2974,0.026769592,20.7,35,0,1,False,False,False,True
2477,3,4042.7376,0.137580452,6.985,21,2,1,False,True,False,False
2478,4,1356.2346,0.066816565,11.3,18,1,0,False,True,False,False
2479,4,948.765,0.01179078,6.115,22,0,0,True,False,False,False
2480,4,782.9808,0.036921781,9.5,22,0,0,True,False,False,False
2481,2,1192.4478,0.122742389,15.7,18,1,0,False,True,False,False
2482,3,1701.7848,0.089971292,16.0,23,2,0,False,True,False,False
2483,4,3153.2288,0.099186992,13.1,11,0,1,False,False,True,False
2484,1,1042.6428,0.0,11.65,35,0,1,False,False,False,True
2485,1,633.8416,0.036596012,16.85,13,1,0,False,True,False,False
2486,2,213.056,0.041821227,8.575,35,2,0,True,False,False,False
2487,3,312.926,0.016635488,14.85,22,0,0,True,False,False,False
2488,4,3142.576,0.090084098,18.2,18,1,0,False,True,False,False
2489,2,1696.4584,0.008960445,11.0,21,2,1,False,True,False,False
2490,1,639.168,0.162418495,21.1,13,1,0,False,True,False,False
2491,2,109.1912,0.056237906,15.2,22,0,0,True,False,False,False
2492,1,796.9626,0.071498575,8.365,35,0,1,False,False,False,True
2493,4,4687.232,0.009791467,9.06,21,2,1,False,True,False,False
2494,4,3036.048,0.072820885,11.5,33,0,2,False,True,False,False
2495,1,2372.9112,0.073354286,11.15,16,1,0,False,True,False,False
2496,1,770.3306,0.068010049,13.5,18,1,0,False,True,False,False
2497,4,663.1368,0.087406863,15.1,23,2,0,False,True,False,False
2498,2,2167.8448,0.030198228,8.3,21,2,1,False,True,False,False
2499,4,2749.754,0.024442501,14.15,21,2,1,False,True,False,False
2500,2,3057.3536,0.033436336,15.2,35,0,1,False,False,False,True
2501,4,1904.188,0.039844429,8.365,23,2,0,False,True,False,False
2502,1,512.666,0.055805027,11.85,21,2,1,False,True,False,False
2503,1,605.878,0.047888606,19.6,16,1,0,False,True,False,False
2504,4,2826.321,0.065735977,19.0,21,2,1,False,True,False,False
2505,4,3846.9924,0.076089711,18.25,21,2,1,False,True,False,False
2506,1,557.2746,0.020908608,19.85,21,2,1,False,True,False,False
2507,4,3542.056,0.030678825,12.85,18,1,0,False,True,False,False
2508,2,2964.1416,0.111381428,19.0,35,0,1,False,False,False,True
2509,3,2960.1468,0.039738393,19.6,11,0,1,False,False,True,False
2510,1,490.0288,0.01903743,15.7,13,1,0,False,True,False,False
2511,3,3611.2992,0.06356617,13.3,23,2,0,False,True,False,False
2512,1,1378.206,0.112553853,10.395,11,0,1,False,False,True,False
2513,3,3119.9388,0.013493914,10.5,16,1,0,False,True,False,False
2514,4,2013.3792,0.118102769,19.35,23,2,0,False,True,False,False
2515,4,4761.8016,0.06682033,14.1,33,0,2,False,True,False,False
2516,4,7590.12,0.040205535,8.6,23,2,0,False,True,False,False
2517,3,1326.2736,0.038816115,17.1,18,1,0,False,True,False,False
2518,1,713.0718,0.076348933,11.8,35,0,1,False,False,False,True
2519,1,982.055,0.032819637,20.5,21,2,1,False,True,False,False
2520,2,2119.9072,0.096249842,15.1,21,2,1,False,True,False,False
2521,3,4234.488,0.0,6.69,13,1,0,False,True,False,False
2522,2,2396.88,0.0,7.535,35,0,1,False,False,False,True
2523,4,5757.8384,0.010003987,7.905,33,0,2,False,True,False,False
2524,2,1303.6364,0.124452048,18.0,23,2,0,False,True,False,False
2525,1,599.22,0.154363209,7.84,13,1,0,False,True,False,False
2526,3,3954.852,0.066551268,15.15,13,1,0,False,True,False,False
2527,3,1050.6324,0.173703549,15.2,22,0,0,True,False,False,False
2528,4,6503.5344,0.054025644,19.85,23,2,0,False,True,False,False
2529,4,5972.226,0.03523927,12.65,35,0,1,False,False,False,True
2530,1,1641.8628,0.093385381,7.325,23,2,0,False,True,False,False
2531,3,2087.9488,0.024937792,5.88,18,1,0,False,True,False,False
2532,3,3339.6528,0.060654268,10.695,16,1,0,False,True,False,False
2533,2,2787.0388,0.06912336,12.3,35,0,1,False,False,False,True
2534,3,2535.3664,0.025953257,20.25,23,2,0,False,True,False,False
