,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,isTrain,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
1941,6.235,NA,0.207783483,Non perishable,4,35,0,2,525.982,1,True,False,False,False
1942,7.435,Low Fat,0.122837694,Starchy Foods,4,23,0,2,3105.957,1,False,True,False,False
1943,4.635,Low Fat,0.141174838,Starchy Foods,2,18,0,1,2826.9868,1,False,True,False,False
1944,8.96,NA,0.069078149,Fruits and Vegetables,4,18,0,1,3153.2288,1,False,True,False,False
1945,18.35,NA,0.089345074,Non perishable,4,11,1,0,5369.0112,1,False,False,True,False
1946,11.65,Regular,0.058822142,Processed Foods,3,21,1,2,3448.844,1,False,True,False,False
1947,10.5,Low Fat,0.071368699,Processed Foods,2,21,1,2,1446.1176,1,False,True,False,False
1948,7.39,NA,0.068055818,Non perishable,2,11,1,0,1567.2932,1,False,False,True,False
1949,5.86,Regular,0.150122794,Meats,3,35,1,0,1396.1826,1,False,False,False,True
1950,14.0,NA,0.030094192,Fruits and Vegetables,4,23,0,2,1078.596,1,False,True,False,False
1951,18.5,Regular,0.076097035,Drinks,3,22,0,0,291.6204,1,True,False,False,False
1952,13.65,Regular,0.025973384,Processed Foods,1,18,0,1,554.6114,1,False,True,False,False
1953,14.15,Low Fat,0.0,Processed Foods,4,18,0,1,731.0484,1,False,True,False,False
1954,10.1,NA,0.053887301,Fruits and Vegetables,4,13,0,1,4250.4672,1,False,True,False,False
1955,10.1,Low Fat,0.024262772,Processed Foods,2,11,1,0,1514.695,1,False,False,True,False
1956,13.85,NA,0.034624104,Drinks,2,21,1,2,4054.722,1,False,True,False,False
1957,13.1,NA,0.044281996,Fruits and Vegetables,3,18,0,1,3067.3406,1,False,True,False,False
1958,18.75,NA,0.052121825,Non perishable,2,21,1,2,2343.616,1,False,True,False,False
1959,14.0,Regular,0.135662712,Processed Foods,1,33,2,0,852.224,1,False,True,False,False
1960,16.1,NA,0.023613955,Drinks,4,21,1,2,5350.3688,1,False,True,False,False
1961,19.5,Low Fat,0.082152451,Processed Foods,3,35,1,0,4119.3046,1,False,False,False,True
1962,10.5,Regular,0.02363057,Processed Foods,2,35,0,2,425.4462,1,True,False,False,False
1963,12.35,NA,0.164274416,Non perishable,2,18,0,1,2133.2232,1,False,True,False,False
1964,20.7,Regular,0.047587685,Drinks,4,18,0,1,5145.3024,1,False,True,False,False
1965,7.825,Low Fat,0.079952983,Meats,1,11,1,0,1162.4868,1,False,False,True,False
1966,19.5,NA,0.024992442,Non perishable,1,35,0,2,165.7842,1,True,False,False,False
1967,12.1,Low Fat,0.115107028,Processed Foods,4,18,0,1,3547.3824,1,False,True,False,False
1968,5.03,NA,0.008604657,Non perishable,2,35,1,0,1211.756,1,False,False,False,True
1969,14.65,NA,0.083528446,Non perishable,3,18,0,1,2274.3728,1,False,True,False,False
1970,6.69,Regular,0.036731658,Meats,3,35,1,0,4763.799,1,False,False,False,True
1971,20.75,Regular,0.129337594,Meats,4,23,0,2,5033.448,1,False,True,False,False
1972,11.15,NA,0.0,Non perishable,1,21,1,2,1120.5414,1,False,True,False,False
1973,12.1,NA,0.029827665,Drinks,3,21,1,2,2612.5992,1,False,True,False,False
1974,11.6,Regular,0.157718931,Starchy Foods,3,13,0,1,4548.0798,1,False,True,False,False
1975,17.6,Low Fat,0.008046275,Drinks,3,13,0,1,5863.0348,1,False,True,False,False
1976,20.35,NA,0.068753558,Non perishable,2,35,0,2,254.3356,1,True,False,False,False
1977,13.8,Low Fat,0.013199737,Processed Foods,2,35,1,0,2713.135,1,False,False,False,True
1978,10.65,NA,0.023971463,Fruits and Vegetables,1,23,0,2,447.4176,1,False,True,False,False
1979,18.35,NA,0.09468096,Fruits and Vegetables,1,11,1,0,1631.8758,1,False,False,True,False
1980,7.35,NA,0.014394261,Fruits and Vegetables,4,18,0,1,5331.7264,1,False,True,False,False
1981,18.2,NA,0.049396364,Fruits and Vegetables,3,21,1,2,3563.3616,1,False,True,False,False
1982,8.39,Regular,0.024243294,Processed Foods,2,21,1,2,1603.2464,1,False,True,False,False
1983,14.3,Low Fat,0.122469209,Drinks,2,33,2,0,2709.806,1,False,True,False,False
1984,10.195,Regular,0.017730951,Starchy Foods,4,13,0,1,4086.0146,1,False,True,False,False
1985,14.15,Low Fat,0.035016754,Processed Foods,4,11,1,0,1705.7796,1,False,False,True,False
1986,16.2,NA,0.019417732,Drinks,3,18,0,1,1402.1748,1,False,True,False,False
1987,11.3,NA,0.066358426,Non perishable,4,35,1,0,7168.6686,1,False,False,False,True
1988,12.65,NA,0.105265475,Drinks,3,22,0,0,962.7468,1,True,False,False,False
1989,9.0,NA,0.038736754,Drinks,1,35,1,0,1281.665,1,False,False,False,True
1990,10.895,Low Fat,0.044991876,Processed Foods,2,22,0,0,426.112,1,True,False,False,False
1991,5.735,NA,0.05696122,Fruits and Vegetables,3,23,0,2,1764.37,1,False,True,False,False
1992,17.85,Low Fat,0.147255604,Starchy Foods,1,13,0,1,1701.7848,1,False,True,False,False
1993,5.82,NA,0.077319079,Fruits and Vegetables,4,23,0,2,4357.661,1,False,True,False,False
1994,10.0,NA,0.089135671,Non perishable,3,16,0,1,3207.8244,1,False,True,False,False
1995,17.6,Regular,0.041373331,Processed Foods,1,16,0,1,732.38,1,False,True,False,False
1996,18.25,NA,0.04403602,Drinks,3,35,1,0,6751.212,1,False,False,False,True
1997,10.1,Low Fat,0.027041859,Meats,1,33,2,0,306.268,1,False,True,False,False
1998,11.0,NA,0.056782237,Fruits and Vegetables,4,35,1,0,8239.9408,1,False,False,False,True
1999,17.6,Regular,0.03922186,Processed Foods,2,23,0,2,193.082,1,False,True,False,False
2000,8.645,Low Fat,0.021581922,Processed Foods,1,16,0,1,1209.7586,1,False,True,False,False
2001,19.5,Low Fat,0.128206001,Starchy Foods,3,23,0,2,3878.285,1,False,True,False,False
2002,7.68,NA,0.071301323,Fruits and Vegetables,4,13,0,1,2693.8268,1,False,True,False,False
2003,15.7,NA,0.030765898,Drinks,1,18,0,1,649.155,1,False,True,False,False
2004,5.405,Regular,0.053730029,Processed Foods,4,18,0,1,4777.7808,1,False,True,False,False
2005,20.85,Regular,0.062350672,Processed Foods,1,18,0,1,1416.8224,1,False,True,False,False
2006,7.39,NA,0.068163102,Non perishable,2,13,0,1,2422.1804,1,False,True,False,False
2007,6.465,Low Fat,0.0,Processed Foods,4,11,1,0,2914.8724,1,False,False,True,False
2008,18.25,Low Fat,0.015309885,Processed Foods,4,18,0,1,2380.9008,1,False,True,False,False
2009,11.8,Regular,0.106538757,Drinks,4,35,1,0,1556.6404,1,False,False,False,True
2010,12.65,Low Fat,0.061999648,Processed Foods,4,35,0,2,689.103,1,True,False,False,False
2011,10.195,Low Fat,0.051618281,Starchy Foods,1,33,2,0,373.5138,1,False,True,False,False
2012,15.1,Low Fat,0.076505799,Processed Foods,1,13,0,1,539.298,1,False,True,False,False
2013,13.65,NA,0.013091186,Fruits and Vegetables,2,11,1,0,1612.5676,1,False,False,True,False
2014,18.2,Low Fat,0.022074764,Processed Foods,2,35,0,2,559.272,1,True,False,False,False
2015,15.7,Low Fat,0.079146113,Processed Foods,3,35,0,2,179.766,1,True,False,False,False
2016,5.985,Low Fat,0.096337184,Processed Foods,2,13,0,1,763.0068,1,False,True,False,False
2017,9.5,NA,0.142425145,Drinks,4,22,0,0,756.3488,1,True,False,False,False
2018,11.15,Low Fat,0.0,Drinks,1,18,0,1,181.0976,1,False,True,False,False
2019,10.8,NA,0.041663111,Non perishable,4,35,1,0,6029.4848,1,False,False,False,True
2020,18.0,NA,0.019386234,Non perishable,2,23,0,2,3083.9856,1,False,True,False,False
2021,13.65,NA,0.135226962,Non perishable,1,35,0,2,113.186,1,True,False,False,False
2022,16.2,NA,0.0,Drinks,1,33,2,0,2087.9488,1,False,True,False,False
2023,13.15,Low Fat,0.036729122,Processed Foods,3,21,1,2,2535.3664,1,False,True,False,False
2024,20.6,NA,0.045380404,Non perishable,3,33,2,0,1789.6704,1,False,True,False,False
2025,11.395,Regular,0.069587171,Meats,4,23,0,2,4687.232,1,False,True,False,False
2026,6.78,NA,0.08573655,Fruits and Vegetables,4,33,2,0,3425.541,1,False,True,False,False
2027,8.84,Regular,0.076681143,Processed Foods,2,21,1,2,1657.842,1,False,True,False,False
2028,16.7,Low Fat,0.102055777,Processed Foods,3,23,0,2,3101.2964,1,False,True,False,False
2029,13.3,NA,0.071856726,Fruits and Vegetables,1,13,0,1,1347.5792,1,False,True,False,False
2030,12.6,Regular,0.063054947,Processed Foods,2,13,0,1,2270.378,1,False,True,False,False
2031,7.6,Regular,0.142383847,Starchy Foods,3,16,0,1,2556.672,1,False,True,False,False
2032,12.6,Regular,0.03150851,Processed Foods,3,33,2,0,3779.0808,1,False,True,False,False
2033,6.67,Regular,0.123620492,Processed Foods,1,21,1,2,1505.3738,1,False,True,False,False
2034,10.695,NA,0.06375108,Non perishable,1,16,0,1,782.9808,1,False,True,False,False
2035,5.44,Low Fat,0.04461205,Drinks,4,35,0,2,480.7076,1,True,False,False,False
2036,16.6,NA,0.122204371,Fruits and Vegetables,3,16,0,1,1911.5118,1,False,True,False,False
2037,10.0,Regular,0.037764307,Processed Foods,2,23,0,2,642.497,1,False,True,False,False
2038,19.1,NA,0.092437711,Non perishable,3,13,0,1,1470.0864,1,False,True,False,False
2039,17.6,NA,0.137807013,Non perishable,3,22,0,0,159.792,1,True,False,False,False
2040,19.5,NA,0.077292302,Drinks,4,21,1,2,6309.7866,1,False,True,False,False
2041,10.1,Regular,0.045763062,Processed Foods,1,21,1,2,633.8416,1,False,True,False,False
2042,8.6,NA,0.090558833,Non perishable,2,11,1,0,3091.9752,1,False,False,True,False
2043,19.7,Low Fat,0.041703666,Processed Foods,2,33,2,0,1637.868,1,False,True,False,False
2044,15.35,Low Fat,0.014098693,Processed Foods,1,13,0,1,805.618,1,False,True,False,False
2045,5.26,Regular,0.042008667,Processed Foods,3,13,0,1,3767.0964,1,False,True,False,False
2046,9.8,NA,0.106933748,Fruits and Vegetables,3,18,0,1,529.311,1,False,True,False,False
2047,16.5,NA,0.012663476,Non perishable,1,18,0,1,645.1602,1,False,True,False,False
2048,10.5,NA,0.041387618,Fruits and Vegetables,1,16,0,1,849.5608,1,False,True,False,False
2049,13.1,NA,0.012148836,Non perishable,4,11,1,0,1328.271,1,False,False,True,False
2050,5.34,Regular,0.005935001,Processed Foods,2,35,1,0,2010.716,1,False,False,False,True
2051,9.3,Regular,0.014047825,Processed Foods,4,18,0,1,4364.9848,1,False,True,False,False
2052,14.3,Low Fat,0.026375082,Processed Foods,1,18,0,1,792.302,1,False,True,False,False
2053,6.13,NA,0.0,Fruits and Vegetables,1,35,1,0,2804.3496,1,False,False,False,True
2054,10.8,NA,0.052174319,Drinks,4,18,0,1,4290.4152,1,False,True,False,False
2055,7.855,Regular,0.0,Processed Foods,1,35,0,2,37.2848,1,True,False,False,False
2056,12.85,Low Fat,0.137786856,Processed Foods,3,11,1,0,2659.871,1,False,False,True,False
2057,6.78,NA,0.066608487,Fruits and Vegetables,3,16,0,1,5406.296,1,False,True,False,False
2058,9.195,Regular,0.064002068,Processed Foods,1,16,0,1,930.1226,1,False,True,False,False
2059,7.905,NA,0.06406438,Drinks,4,23,0,2,1826.9552,1,False,True,False,False
2060,17.6,Low Fat,0.049345425,Processed Foods,2,13,0,1,1145.176,1,False,True,False,False
2061,15.7,Regular,0.11521312,Processed Foods,2,13,0,1,3150.5656,1,False,True,False,False
2062,9.195,Regular,0.0,Processed Foods,1,35,0,2,253.6698,1,True,False,False,False
2063,19.2,Low Fat,0.099991245,Processed Foods,2,33,2,0,1779.0176,1,False,True,False,False
2064,7.405,Low Fat,0.015334003,Processed Foods,1,11,1,0,1185.7898,1,False,False,True,False
2065,19.5,NA,0.129170642,Drinks,4,22,0,0,467.3916,1,True,False,False,False
2066,9.195,Regular,0.051908824,Processed Foods,1,13,0,1,1414.1592,1,False,True,False,False
2067,11.65,Low Fat,0.131770922,Processed Foods,3,18,0,1,1518.024,1,False,True,False,False
2068,21.1,NA,0.028984804,Non perishable,3,33,2,0,3034.0506,1,False,True,False,False
2069,8.695,NA,0.120211747,Non perishable,1,13,0,1,666.4658,1,False,True,False,False
2070,7.27,Regular,0.02076385,Processed Foods,1,33,2,0,181.0976,1,False,True,False,False
2071,8.85,NA,0.016006626,Non perishable,2,33,2,0,210.3928,1,False,True,False,False
2072,18.6,Low Fat,0.015766712,Processed Foods,3,16,0,1,1662.5026,1,False,True,False,False
2073,21.25,NA,0.024536199,Non perishable,3,35,1,0,3791.0652,1,False,False,False,True
2074,9.1,Regular,0.008046878,Processed Foods,1,21,1,2,402.809,1,False,True,False,False
2075,7.975,Low Fat,0.014653896,Processed Foods,1,21,1,2,749.025,1,False,True,False,False
2076,10.0,NA,0.073794811,Non perishable,2,13,0,1,2516.724,1,False,True,False,False
2077,6.865,Low Fat,0.056830682,Processed Foods,4,23,0,2,5556.7668,1,False,True,False,False
2078,16.7,Regular,0.054618573,Starchy Foods,1,16,0,1,1022.6688,1,False,True,False,False
2079,7.285,NA,0.052141447,Non perishable,3,22,0,0,525.3162,1,True,False,False,False
2080,8.43,NA,0.017360867,Drinks,4,18,0,1,1576.6144,1,False,True,False,False
2081,20.2,Regular,0.196438668,Processed Foods,4,22,0,0,392.822,1,True,False,False,False
2082,8.75,NA,0.074743226,Fruits and Vegetables,4,21,1,2,5257.1568,1,False,True,False,False
2083,17.1,NA,0.127792701,Fruits and Vegetables,2,35,1,0,4447.544,1,False,False,False,True
2084,9.6,NA,0.024358634,Non perishable,4,35,1,0,5652.642,1,False,False,False,True
2085,9.695,NA,0.070431235,Drinks,3,16,0,1,3033.3848,1,False,True,False,False
2086,7.75,Regular,0.082930699,Processed Foods,1,23,0,2,780.9834,1,False,True,False,False
2087,19.75,NA,0.041330512,Fruits and Vegetables,2,33,2,0,2474.7786,1,False,True,False,False
2088,9.8,Regular,0.235354055,Processed Foods,1,22,0,0,101.2016,1,True,False,False,False
2089,11.8,Regular,0.057746382,Meats,3,13,0,1,3929.5516,1,False,True,False,False
2090,9.8,Regular,0.045337184,Processed Foods,1,21,1,2,564.5984,1,False,True,False,False
2091,7.42,Low Fat,0.020374875,Processed Foods,4,33,2,0,1245.046,1,False,True,False,False
2092,20.75,NA,0.035568147,Drinks,3,22,0,0,151.8024,1,True,False,False,False
2093,12.6,Regular,0.062797771,Processed Foods,2,21,1,2,825.592,1,False,True,False,False
2094,19.75,Regular,0.018096488,Processed Foods,3,11,1,0,2696.49,1,False,False,True,False
2095,10.895,Regular,0.009613854,Drinks,2,33,2,0,1231.73,1,False,True,False,False
2096,16.6,Low Fat,0.026645307,Processed Foods,1,11,1,0,939.4438,1,False,False,True,False
2097,6.765,Regular,0.087753682,Processed Foods,2,13,0,1,2090.612,1,False,True,False,False
2098,13.1,NA,0.037657459,Fruits and Vegetables,3,18,0,1,2801.6864,1,False,True,False,False
2099,19.6,NA,0.041091215,Non perishable,1,35,1,0,3364.9532,1,False,False,False,True
2100,6.155,Regular,0.095195306,Meats,4,13,0,1,2343.616,1,False,True,False,False
2101,10.65,NA,0.048686689,Non perishable,3,23,0,2,1808.9786,1,False,True,False,False
2102,14.1,Low Fat,0.117091213,Processed Foods,4,35,0,2,992.042,1,True,False,False,False
2103,20.25,Regular,0.022940826,Processed Foods,4,23,0,2,5768.4912,1,False,True,False,False
2104,20.5,Low Fat,0.119339241,Processed Foods,2,16,0,1,970.7364,1,False,True,False,False
2105,11.8,Regular,0.014075334,Processed Foods,3,33,2,0,3568.688,1,False,True,False,False
2106,15.0,Low Fat,0.046336634,Starchy Foods,2,33,2,0,3533.4006,1,False,True,False,False
2107,13.15,Low Fat,0.036641589,Processed Foods,3,33,2,0,6157.3184,1,False,True,False,False
2108,15.5,NA,0.101176316,Fruits and Vegetables,4,11,1,0,4729.8432,1,False,False,True,False
2109,16.2,NA,0.035737373,Fruits and Vegetables,4,35,1,0,9371.8008,1,False,False,False,True
2110,11.6,Regular,0.079376029,Processed Foods,1,13,0,1,1949.4624,1,False,True,False,False
2111,14.35,Regular,0.091054989,Processed Foods,4,21,1,2,4633.968,1,False,True,False,False
2112,13.15,Low Fat,0.043852434,Processed Foods,3,18,0,1,4211.185,1,False,True,False,False
2113,10.895,Regular,0.009620042,Drinks,2,16,0,1,1970.768,1,False,True,False,False
2114,10.1,NA,0.054939848,Non perishable,4,13,0,1,3372.9428,1,False,True,False,False
2115,18.7,NA,0.014675574,Drinks,1,13,0,1,934.7832,1,False,True,False,False
2116,12.15,NA,0.14526636,Non perishable,4,21,1,2,3375.606,1,False,True,False,False
2117,10.195,Regular,0.146662938,Processed Foods,2,23,0,2,2388.2246,1,False,True,False,False
2118,8.575,Regular,0.071786706,Drinks,4,33,2,0,780.3176,1,False,True,False,False
2119,16.5,NA,0.133424184,Fruits and Vegetables,2,22,0,0,102.5332,1,True,False,False,False
2120,9.065,Low Fat,0.115799592,Processed Foods,2,11,1,0,1713.7692,1,False,False,True,False
2121,16.6,NA,0.027579198,Non perishable,3,23,0,2,1605.9096,1,False,True,False,False
2122,11.6,Regular,0.241055611,Drinks,4,22,0,0,717.0666,1,True,False,False,False
2123,19.5,NA,0.014332439,Non perishable,1,11,1,0,1381.535,1,False,False,True,False
2124,16.6,NA,0.027133398,Non perishable,2,22,0,0,215.7192,1,True,False,False,False
2125,11.85,Low Fat,0.132876847,Drinks,2,21,1,2,1076.5986,1,False,True,False,False
2126,12.85,Low Fat,0.03315162,Processed Foods,3,33,2,0,2931.5174,1,False,True,False,False
2127,9.0,NA,0.019536981,Non perishable,3,21,1,2,4211.185,1,False,True,False,False
2128,5.655,NA,0.085258864,Fruits and Vegetables,3,16,0,1,1830.95,1,False,True,False,False
2129,8.93,NA,0.013179388,Non perishable,1,23,0,2,939.4438,1,False,True,False,False
2130,15.2,NA,0.033592687,Non perishable,2,16,0,1,1856.2504,1,False,True,False,False
2131,7.655,Low Fat,0.05346916,Processed Foods,2,22,0,0,115.8492,1,True,False,False,False
2132,6.3,Low Fat,0.126831854,Processed Foods,4,35,1,0,4613.994,1,False,False,False,True
2133,15.5,Low Fat,0.103603094,Processed Foods,3,21,1,2,1431.47,1,False,True,False,False
2134,18.7,Low Fat,0.104840884,Processed Foods,2,21,1,2,490.0288,1,False,True,False,False
2135,9.5,NA,0.042056944,Drinks,1,11,1,0,366.19,1,False,False,True,False
2136,13.65,Low Fat,0.040049609,Processed Foods,1,13,0,1,611.2044,1,False,True,False,False
2137,19.5,Regular,0.03075661,Processed Foods,1,18,0,1,2163.85,1,False,True,False,False
2138,8.71,Low Fat,0.0,Processed Foods,1,33,2,0,575.2512,1,False,True,False,False
2139,20.25,Regular,0.03941584,Drinks,4,35,0,2,498.0184,1,True,False,False,False
2140,19.6,Low Fat,0.024363939,Drinks,1,13,0,1,661.8052,1,False,True,False,False
2141,12.15,NA,0.131443921,Fruits and Vegetables,4,35,1,0,5294.4416,1,False,False,False,True
2142,11.8,NA,0.058725131,Non perishable,1,16,0,1,1208.427,1,False,True,False,False
2143,6.715,Regular,0.122274118,Processed Foods,1,13,0,1,838.908,1,False,True,False,False
2144,19.1,NA,0.067239404,Non perishable,1,33,2,0,660.4736,1,False,True,False,False
2145,20.7,Low Fat,0.021464454,Processed Foods,3,21,1,2,3928.22,1,False,True,False,False
2146,10.195,NA,0.112681821,Drinks,2,11,1,0,452.744,1,False,False,True,False
2147,20.2,Regular,0.039469737,Starchy Foods,3,13,0,1,782.315,1,False,True,False,False
2148,10.8,NA,0.061101383,Drinks,3,23,0,2,2580.6408,1,False,True,False,False
2149,19.75,NA,0.014359584,Non perishable,2,11,1,0,1537.998,1,False,False,True,False
2150,19.35,Low Fat,0.016637301,Processed Foods,2,21,1,2,1687.1372,1,False,True,False,False
2151,7.405,Low Fat,0.159843921,Drinks,4,11,1,0,3115.944,1,False,False,True,False
2152,15.25,NA,0.061308889,Non perishable,2,18,0,1,2348.9424,1,False,True,False,False
2153,7.935,NA,0.055566935,Non perishable,4,35,0,2,262.991,1,True,False,False,False
2154,8.895,Low Fat,0.026397141,Processed Foods,4,18,0,1,3542.7218,1,False,True,False,False
2155,18.75,NA,0.034307348,Non perishable,4,23,0,2,4701.8796,1,False,True,False,False
2156,20.1,Low Fat,0.074627201,Drinks,2,23,0,2,1768.3648,1,False,True,False,False
2157,12.35,NA,0.041973712,Non perishable,1,13,0,1,519.324,1,False,True,False,False
2158,16.85,Regular,0.080015028,Processed Foods,2,11,1,0,1677.816,1,False,False,True,False
2159,18.25,Low Fat,0.10084386,Starchy Foods,3,22,0,0,164.4526,1,True,False,False,False
2160,17.0,Low Fat,0.055519561,Drinks,4,21,1,2,1108.557,1,False,True,False,False
2161,15.15,Regular,0.012203915,Processed Foods,2,35,1,0,4350.3372,1,False,False,False,True
2162,14.3,Low Fat,0.130946374,Processed Foods,1,11,1,0,1312.9576,1,False,False,True,False
2163,17.6,Regular,0.041381156,Processed Foods,1,23,0,2,659.142,1,False,True,False,False
2164,6.635,Regular,0.04586701,Processed Foods,1,35,1,0,910.8144,1,False,False,False,True
2165,20.25,Low Fat,0.036474041,Drinks,4,11,1,0,2409.5302,1,False,False,True,False
2166,18.0,Low Fat,0.039231652,Processed Foods,3,13,0,1,2648.5524,1,False,True,False,False
2167,16.35,NA,0.013393537,Non perishable,2,18,0,1,1065.28,1,False,True,False,False
2168,14.0,Regular,0.031444357,Processed Foods,1,13,0,1,798.96,1,False,True,False,False
2169,5.78,NA,0.014555066,Drinks,3,23,0,2,3062.0142,1,False,True,False,False
2170,21.0,Low Fat,0.082526478,Processed Foods,4,22,0,0,774.9912,1,True,False,False,False
2171,13.65,Regular,0.080765853,Processed Foods,4,21,1,2,4958.8784,1,False,True,False,False
2172,12.3,NA,0.17797002,Fruits and Vegetables,3,22,0,0,697.7584,1,True,False,False,False
2173,12.35,Regular,0.03382933,Meats,4,18,0,1,2768.3964,1,False,True,False,False
2174,11.8,NA,0.11397026,Drinks,3,13,0,1,2591.2936,1,False,True,False,False
2175,19.7,NA,0.038729457,Drinks,2,16,0,1,755.0172,1,False,True,False,False
2176,10.1,Low Fat,0.032075379,Processed Foods,1,33,2,0,354.2056,1,False,True,False,False
2177,12.5,Low Fat,0.196490902,Processed Foods,2,35,0,2,479.376,1,True,False,False,False
2178,17.85,Low Fat,0.146305498,Starchy Foods,2,33,2,0,1607.2412,1,False,True,False,False
2179,20.7,NA,0.026877471,Non perishable,1,33,2,0,1053.2956,1,False,True,False,False
2180,8.89,Low Fat,0.005474515,Processed Foods,2,23,0,2,1922.8304,1,False,True,False,False
2181,14.5,Low Fat,0.064048405,Processed Foods,3,16,0,1,1677.1502,1,False,True,False,False
2182,9.0,NA,0.032203667,Non perishable,2,13,0,1,1113.2176,1,False,True,False,False
2183,13.35,Low Fat,0.017857847,Drinks,1,11,1,0,1518.024,1,False,False,True,False
2184,6.675,Low Fat,0.041921462,Processed Foods,1,23,0,2,2406.2012,1,False,True,False,False
2185,10.3,Regular,0.024875871,Processed Foods,3,33,2,0,2069.3064,1,False,True,False,False
2186,8.63,Regular,0.028139761,Processed Foods,3,35,1,0,3621.2862,1,False,False,False,True
2187,17.1,NA,0.073997843,Fruits and Vegetables,4,33,2,0,4969.5312,1,False,True,False,False
2188,14.15,NA,0.020798905,Fruits and Vegetables,2,11,1,0,1245.046,1,False,False,True,False
2189,10.8,NA,0.052363244,Drinks,4,13,0,1,5243.8408,1,False,True,False,False
2190,8.5,Low Fat,0.098283459,Processed Foods,1,11,1,0,934.7832,1,False,False,True,False
2191,6.215,NA,0.012138795,Fruits and Vegetables,1,33,2,0,521.9872,1,False,True,False,False
2192,17.5,Low Fat,0.0,Processed Foods,4,16,0,1,4578.0408,1,False,True,False,False
2193,20.7,Low Fat,0.042923652,Drinks,3,18,0,1,1062.6168,1,False,True,False,False
2194,8.975,Regular,0.009058845,Processed Foods,2,23,0,2,2579.975,1,False,True,False,False
2195,20.5,Regular,0.032136417,Processed Foods,1,22,0,0,165.1184,1,True,False,False,False
2196,13.65,Low Fat,0.065898197,Processed Foods,1,11,1,0,459.402,1,False,False,True,False
2197,13.1,Low Fat,0.075731322,Drinks,3,18,0,1,1504.0422,1,False,True,False,False
2198,4.615,Regular,0.101812521,Processed Foods,4,16,0,1,5126.66,1,False,True,False,False
2199,12.3,NA,0.106327251,Fruits and Vegetables,3,23,0,2,2616.594,1,False,True,False,False
2200,20.0,NA,0.080933328,Non perishable,1,35,1,0,842.237,1,False,False,False,True
2201,19.2,Low Fat,0.100055601,Processed Foods,2,16,0,1,1223.0746,1,False,True,False,False
2202,20.1,Regular,0.054540159,Processed Foods,3,21,1,2,755.683,1,False,True,False,False
2203,11.5,Regular,0.037723476,Processed Foods,2,11,1,0,1953.4572,1,False,False,True,False
2204,9.3,Low Fat,0.14897741,Processed Foods,3,22,0,0,288.9572,1,True,False,False,False
2205,15.2,NA,0.104201019,Fruits and Vegetables,3,11,1,0,2976.7918,1,False,False,True,False
2206,12.65,Regular,0.076198809,Processed Foods,4,18,0,1,2675.1844,1,False,True,False,False
2207,11.1,Low Fat,0.010639596,Processed Foods,1,16,0,1,755.0172,1,False,True,False,False
2208,19.75,NA,0.025039776,Non perishable,2,35,0,2,410.1328,1,True,False,False,False
2209,21.0,Low Fat,0.086326707,Processed Foods,4,35,0,2,387.4956,1,True,False,False,False
2210,19.2,NA,0.041220035,Non perishable,2,16,0,1,3635.268,1,False,True,False,False
2211,19.75,NA,0.01247354,Fruits and Vegetables,4,18,0,1,1323.6104,1,False,True,False,False
2212,6.135,NA,0.079132212,Drinks,2,18,0,1,2942.836,1,False,True,False,False
2213,12.5,Low Fat,0.020693809,Starchy Foods,4,16,0,1,4379.6324,1,False,True,False,False
2214,7.235,Low Fat,0.10016525,Processed Foods,4,18,0,1,2936.178,1,False,True,False,False
2215,15.85,Low Fat,0.057302606,Processed Foods,1,16,0,1,600.5516,1,False,True,False,False
2216,9.895,Regular,0.048761046,Processed Foods,4,18,0,1,8851.1452,1,False,True,False,False
2217,20.75,NA,0.0,Drinks,3,16,0,1,2428.8384,1,False,True,False,False
2218,10.8,NA,0.052149675,Drinks,4,21,1,2,3813.7024,1,False,True,False,False
2219,8.76,NA,0.050130529,Non perishable,2,21,1,2,2556.672,1,False,True,False,False
2220,16.1,NA,0.024987903,Fruits and Vegetables,2,21,1,2,1255.033,1,False,True,False,False
2221,7.1,NA,0.109990885,Fruits and Vegetables,3,16,0,1,2769.728,1,False,True,False,False
2222,19.35,NA,0.049736267,Fruits and Vegetables,1,18,0,1,1571.288,1,False,True,False,False
2223,16.7,Regular,0.117026714,Processed Foods,4,22,0,0,188.4214,1,True,False,False,False
2224,9.5,NA,0.035121963,Fruits and Vegetables,3,33,2,0,1022.6688,1,False,True,False,False
2225,8.43,NA,0.017311312,Drinks,4,33,2,0,3744.4592,1,False,True,False,False
2226,14.15,NA,0.008811818,Non perishable,4,18,0,1,2749.754,1,False,True,False,False
2227,5.44,Low Fat,0.025583714,Drinks,4,11,1,0,480.7076,1,False,False,True,False
2228,7.35,NA,0.014353174,Fruits and Vegetables,4,33,2,0,969.4048,1,False,True,False,False
2229,8.6,Regular,0.054220618,Starchy Foods,2,35,1,0,4933.578,1,False,False,False,True
2230,20.1,Regular,0.054410179,Processed Foods,3,33,2,0,2720.4588,1,False,True,False,False
2231,12.0,Low Fat,0.033974436,Processed Foods,3,23,0,2,4527.44,1,False,True,False,False
2232,21.25,Low Fat,0.009996872,Meats,3,16,0,1,3123.9336,1,False,True,False,False
